Entidad_federativa,Municipio,Tipo_de_Fuente,SO_2,CO,NOx,COV,PM_010,PM_2_5,NH_3,Entidad
Oaxaca,Santiago Matatlán,Fuentes naturales,,,331.306,777.782,,,,Oaxaca
Oaxaca,Santiago Miltepec,Fuentes de área,2.648,296.694,8.792,29.351,30.61,25.966,6.112,Oaxaca
Oaxaca,Santiago Miltepec,Fuentes móviles carreteros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oaxaca
Oaxaca,Santiago Miltepec,Fuentes móviles que no circulan por carretera,0.002,0.014,0.043,0.003,0.003,0.003,0.0,Oaxaca
Oaxaca,Santiago Miltepec,Fuentes naturales,,,59.518,125.974,,,,Oaxaca
Oaxaca,Santiago Minas,Fuentes de área,0.338,86.093,2.628,37.78,16.047,11.901,23.624,Oaxaca
Oaxaca,Santiago Minas,Fuentes móviles carreteros,0.047,6.14,1.734,0.661,0.128,0.1179999999999999,0.011,Oaxaca
Oaxaca,Santiago Minas,Fuentes móviles que no circulan por carretera,0.017,0.16,0.498,0.038,0.03,0.03,0.0,Oaxaca
Oaxaca,Santiago Minas,Fuentes naturales,,,186.321,417.219,,,,Oaxaca
Oaxaca,Santiago Nacaltepec,Fuentes de área,0.463,125.041,3.633,57.007,22.694,16.711,27.798,Oaxaca
Oaxaca,Santiago Nacaltepec,Fuentes móviles carreteros,0.071,11.773,2.994,1.055,0.018,0.016,0.023,Oaxaca
Oaxaca,Santiago Nacaltepec,Fuentes móviles que no circulan por carretera,0.035,0.318,0.988,0.076,0.06,0.059,0.0,Oaxaca
Oaxaca,Santiago Nacaltepec,Fuentes naturales,,,90.898,1778.731,,,,Oaxaca
Oaxaca,Santiago Nejapilla,Fuentes de área,0.051,14.173,0.375,7.421999999999999,2.652,1.829,4.692,Oaxaca
Oaxaca,Santiago Nejapilla,Fuentes móviles carreteros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oaxaca
Oaxaca,Santiago Nejapilla,Fuentes móviles que no circulan por carretera,0.002,0.021,0.066,0.005,0.004,0.004,0.0,Oaxaca
Oaxaca,Santiago Nejapilla,Fuentes naturales,,,17.19,64.537,,,,Oaxaca
Oaxaca,Santiago Nundiche,Fuentes de área,0.218,61.088,1.701,29.941,10.975,7.955,12.497,Oaxaca
Oaxaca,Santiago Nundiche,Fuentes móviles carreteros,0.021,4.844,0.4739999999999999,0.434,0.008,0.007,0.012,Oaxaca
Oaxaca,Santiago Nundiche,Fuentes móviles que no circulan por carretera,0.016,0.1469999999999999,0.458,0.035,0.028,0.027,0.0,Oaxaca
Oaxaca,Santiago Nundiche,Fuentes naturales,,,82.988,188.153,,,,Oaxaca
Oaxaca,Santiago Nuyoó,Fuentes de área,0.4259999999999999,122.692,3.348,59.315,22.082,15.947,58.192,Oaxaca
Oaxaca,Santiago Nuyoó,Fuentes móviles carreteros,0.06,9.944,2.536,0.887,0.015,0.013,0.019,Oaxaca
Oaxaca,Santiago Nuyoó,Fuentes móviles que no circulan por carretera,0.047,0.437,1.357,0.105,0.083,0.08,0.0,Oaxaca
Oaxaca,Santiago Nuyoó,Fuentes naturales,,,84.033,228.615,,,,Oaxaca
Oaxaca,Santiago Suchilquitongo,Fuentes de área,0.7159999999999999,201.938,6.068,143.751,30.24,25.235,61.113,Oaxaca
Oaxaca,Santiago Suchilquitongo,Fuentes móviles carreteros,1.065,168.482,41.319,16.689,1.825,1.669,0.336,Oaxaca
Oaxaca,Santiago Suchilquitongo,Fuentes móviles que no circulan por carretera,0.329,3.57,34.722,1.312,0.886,0.799,0.0,Oaxaca
Oaxaca,Santiago Suchilquitongo,Fuentes naturales,,,71.257,175.826,,,,Oaxaca
Oaxaca,Santiago Tamazola,Fuentes de área,0.62,178.328,4.865,102.313,23.671,21.222,32.735,Oaxaca
Oaxaca,Santiago Tamazola,Fuentes móviles carreteros,0.132,21.728,5.576,2.204,0.155,0.1409999999999999,0.04,Oaxaca
Oaxaca,Santiago Tamazola,Fuentes móviles que no circulan por carretera,0.008,0.069,0.215,0.017,0.013,0.013,0.0,Oaxaca
Oaxaca,Santiago Tamazola,Fuentes naturales,,,152.718,1508.545,,,,Oaxaca
Oaxaca,Santiago Tapextla,Fuentes de área,0.5859999999999999,163.053,4.491,80.29699999999998,27.53,20.873,30.807,Oaxaca
Oaxaca,Santiago Tapextla,Fuentes móviles carreteros,0.002,0.3509999999999999,0.07,0.036,0.001,0.001,0.001,Oaxaca
Oaxaca,Santiago Tapextla,Fuentes móviles que no circulan por carretera,0.052,0.4789999999999999,1.489,0.115,0.091,0.08799999999999998,0.0,Oaxaca
Oaxaca,Santiago Tapextla,Fuentes naturales,,,106.298,2049.243,,,,Oaxaca
Oaxaca,Villa Tejúpam de la Unión,Fuentes de área,0.433,112.633,3.234,65.991,26.931,15.748,28.621,Oaxaca
Oaxaca,Villa Tejúpam de la Unión,Fuentes móviles carreteros,0.157,26.664,6.464,2.684,0.163,0.1479999999999999,0.05,Oaxaca
Oaxaca,Villa Tejúpam de la Unión,Fuentes móviles que no circulan por carretera,0.034,0.311,0.966,0.07399999999999998,0.059,0.057,0.0,Oaxaca
Oaxaca,Villa Tejúpam de la Unión,Fuentes naturales,,,277.723,802.0929999999998,,,,Oaxaca
Oaxaca,Santiago Tenango,Fuentes de área,0.325,91.292,2.539,45.473,14.948,11.634,20.641,Oaxaca
Oaxaca,Santiago Tenango,Fuentes móviles carreteros,0.07399999999999998,13.463,3.164,1.331,0.023,0.02,0.025,Oaxaca
Oaxaca,Santiago Tenango,Fuentes móviles que no circulan por carretera,0.017,0.161,0.499,0.038,0.031,0.03,0.0,Oaxaca
Oaxaca,Santiago Tenango,Fuentes naturales,,,73.033,316.127,,,,Oaxaca
Oaxaca,Santiago Tepetlapa,Fuentes de área,0.026,6.809,0.2089999999999999,4.697,1.895,1.007,11.138,Oaxaca
Oaxaca,Santiago Tepetlapa,Fuentes móviles carreteros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oaxaca
Oaxaca,Santiago Tepetlapa,Fuentes móviles que no circulan por carretera,0.003,0.023,0.072,0.006,0.004,0.004,0.0,Oaxaca
Oaxaca,Santiago Tepetlapa,Fuentes naturales,,,55.623,130.537,,,,Oaxaca
Oaxaca,Santiago Tetepec,Fuentes de área,0.904,254.101,6.801,122.372,39.295,31.722,48.315,Oaxaca
Oaxaca,Santiago Tetepec,Fuentes móviles carreteros,0.124,26.34,2.765,2.349,0.158,0.1439999999999999,0.067,Oaxaca
Oaxaca,Santiago Tetepec,Fuentes móviles que no circulan por carretera,0.054,0.499,1.549,0.1189999999999999,0.095,0.092,0.0,Oaxaca
Oaxaca,Santiago Tetepec,Fuentes naturales,,,378.737,2422.677,,,,Oaxaca
Oaxaca,Santiago Texcalcingo,Fuentes de área,0.5769999999999998,163.535,4.325,78.504,23.434,20.0,31.911,Oaxaca
Oaxaca,Santiago Texcalcingo,Fuentes móviles carreteros,0.021,3.856,0.772,0.398,0.007,0.006,0.006,Oaxaca
Oaxaca,Santiago Texcalcingo,Fuentes móviles que no circulan por carretera,0.02,0.186,0.5789999999999998,0.045,0.035,0.034,0.0,Oaxaca
Oaxaca,Santiago Texcalcingo,Fuentes naturales,,,49.13,217.923,,,,Oaxaca
Oaxaca,Santiago Textitlán,Fuentes de área,0.632,179.041,5.054,86.19799999999998,26.802,22.194,38.804,Oaxaca
Oaxaca,Santiago Textitlán,Fuentes móviles carreteros,0.114,16.159,4.017,1.608,0.265,0.2429999999999999,0.026,Oaxaca
Oaxaca,Santiago Textitlán,Fuentes móviles que no circulan por carretera,0.024,0.22,0.682,0.053,0.042,0.04,0.0,Oaxaca
Oaxaca,Santiago Textitlán,Fuentes naturales,,,93.988,194.05,,,,Oaxaca
Oaxaca,Santiago Tilantongo,Fuentes de área,0.677,190.136,5.163,93.449,30.353,23.852,33.897,Oaxaca
Oaxaca,Santiago Tilantongo,Fuentes móviles carreteros,0.128,20.414,5.39,2.012,0.151,0.138,0.039,Oaxaca
Oaxaca,Santiago Tilantongo,Fuentes móviles que no circulan por carretera,0.028,0.256,0.795,0.061,0.049,0.047,0.0,Oaxaca
Oaxaca,Santiago Tilantongo,Fuentes naturales,,,431.196,1038.635,,,,Oaxaca
Oaxaca,Santiago Tillo,Fuentes de área,0.1449999999999999,35.324,1.205,11.918,10.695,5.354,6.241,Oaxaca
Oaxaca,Santiago Tillo,Fuentes móviles carreteros,0.041,8.577,1.656,0.937,0.017,0.015,0.015,Oaxaca
Oaxaca,Santiago Tillo,Fuentes móviles que no circulan por carretera,0.024,0.218,0.676,0.052,0.041,0.04,0.0,Oaxaca
Oaxaca,Santiago Tillo,Fuentes naturales,,,63.565,152.64,,,,Oaxaca
Oaxaca,Santiago Tlazoyaltepec,Fuentes de área,1.279,266.964,8.811999999999998,111.805,50.348,44.37,53.554,Oaxaca
Oaxaca,Santiago Tlazoyaltepec,Fuentes móviles carreteros,0.3679999999999999,34.547,13.257,3.817,1.587,1.458,0.066,Oaxaca
Oaxaca,Santiago Tlazoyaltepec,Fuentes móviles que no circulan por carretera,0.021,0.189,0.5879999999999999,0.045,0.036,0.035,0.0,Oaxaca
Oaxaca,Santiago Tlazoyaltepec,Fuentes naturales,,,64.379,129.681,,,,Oaxaca
Oaxaca,Santiago Xanica,Fuentes de área,0.628,169.827,4.635,81.001,27.282,21.134,85.01399999999998,Oaxaca
Oaxaca,Santiago Xanica,Fuentes móviles carreteros,0.025,4.557,0.912,0.47,0.008,0.007,0.007,Oaxaca
Oaxaca,Santiago Xanica,Fuentes móviles que no circulan por carretera,0.059,0.545,1.692,0.13,0.1029999999999999,0.1,0.001,Oaxaca
Oaxaca,Santiago Xanica,Fuentes naturales,,,79.307,4187.771,,,,Oaxaca
Oaxaca,Santiago Xiacuí,Fuentes de área,0.2389999999999999,66.676,1.83,36.268,10.409,8.287,15.897,Oaxaca
Oaxaca,Santiago Xiacuí,Fuentes móviles carreteros,0.171,30.544,7.256,3.244,0.1729999999999999,0.157,0.054,Oaxaca
Oaxaca,Santiago Xiacuí,Fuentes móviles que no circulan por carretera,0.008,0.07499999999999998,0.234,0.018,0.014,0.014,0.0,Oaxaca
Oaxaca,Santiago Xiacuí,Fuentes naturales,,,29.091,188.491,,,,Oaxaca
Oaxaca,Santiago Yaitepec,Fuentes de área,0.8649999999999999,223.923,6.204,103.921,45.563,40.541,52.755,Oaxaca
Oaxaca,Santiago Yaitepec,Fuentes móviles carreteros,0.397,50.883,15.356,5.303,1.146,1.051,0.096,Oaxaca
Oaxaca,Santiago Yaitepec,Fuentes móviles que no circulan por carretera,0.02,0.187,0.5809999999999998,0.045,0.036,0.034,0.0,Oaxaca
Oaxaca,Santiago Yaitepec,Fuentes naturales,,,7.511999999999999,316.848,,,,Oaxaca
Oaxaca,Santiago Yaveo,Fuentes de área,1.861,439.991,14.563,181.473,104.84,67.956,224.809,Oaxaca
Oaxaca,Santiago Yaveo,Fuentes móviles carreteros,0.191,30.535,6.978,2.884,0.2869999999999999,0.262,0.058,Oaxaca
Oaxaca,Santiago Yaveo,Fuentes móviles que no circulan por carretera,0.777,7.15,22.211,1.711,1.358,1.317,0.007,Oaxaca
Oaxaca,Santiago Yaveo,Fuentes naturales,,,2835.038,16727.809,,,,Oaxaca
Oaxaca,Santiago Yolomécatl,Fuentes de área,0.187,44.115,1.421,34.647,7.295,5.474,10.874,Oaxaca
Oaxaca,Santiago Yolomécatl,Fuentes móviles carreteros,0.2349999999999999,43.072,9.63,4.391,0.196,0.1779999999999999,0.07499999999999998,Oaxaca
Oaxaca,Santiago Yolomécatl,Fuentes móviles que no circulan por carretera,0.007,0.061,0.189,0.015,0.012,0.011,0.0,Oaxaca
Oaxaca,Santiago Yolomécatl,Fuentes naturales,,,189.061,441.689,,,,Oaxaca
Oaxaca,Santiago Yosondúa,Fuentes de área,3.402,658.337,18.254,241.88,88.36,74.147,78.26699999999998,Oaxaca
Oaxaca,Santiago Yosondúa,Fuentes móviles carreteros,0.535,69.77,21.131,6.785,1.286,1.179,0.138,Oaxaca
Oaxaca,Santiago Yosondúa,Fuentes móviles que no circulan por carretera,0.053,0.4839999999999999,1.502,0.116,0.092,0.08899999999999998,0.0,Oaxaca
Oaxaca,Santiago Yosondúa,Fuentes naturales,,,593.017,2834.623,,,,Oaxaca
Oaxaca,Santiago Yucuyachi,Fuentes de área,0.124,35.36,0.975,20.125,5.112,4.309,8.809,Oaxaca
Oaxaca,Santiago Yucuyachi,Fuentes móviles carreteros,0.025,4.566,0.959,0.457,0.008,0.007,0.008,Oaxaca
Oaxaca,Santiago Yucuyachi,Fuentes móviles que no circulan por carretera,0.003,0.03,0.09300000000000001,0.007,0.006,0.006,0.0,Oaxaca
Oaxaca,Santiago Yucuyachi,Fuentes naturales,,,102.047,505.742,,,,Oaxaca
Oaxaca,Santiago Zacatepec,Fuentes de área,1.057,296.572,8.045,147.413,43.847,36.668,70.005,Oaxaca
Oaxaca,Santiago Zacatepec,Fuentes móviles carreteros,0.021,4.107,0.8259999999999998,0.438,0.008,0.007,0.007,Oaxaca
Oaxaca,Santiago Zacatepec,Fuentes móviles que no circulan por carretera,0.051,0.47,1.459,0.112,0.08899999999999998,0.08599999999999998,0.0,Oaxaca
Oaxaca,Santiago Zacatepec,Fuentes naturales,,,144.106,1716.303,,,,Oaxaca
Oaxaca,Santiago Zoochila,Fuentes de área,0.071,20.05,0.683,14.56,2.847,2.445,3.432,Oaxaca
Oaxaca,Santiago Zoochila,Fuentes móviles carreteros,0.001,0.1749999999999999,0.035,0.018,0.0,0.0,0.0,Oaxaca
Oaxaca,Santiago Zoochila,Fuentes móviles que no circulan por carretera,0.002,0.016,0.051,0.004,0.003,0.003,0.0,Oaxaca
Oaxaca,Santiago Zoochila,Fuentes naturales,,,4.785,10.317,,,,Oaxaca
Oaxaca,Nuevo Zoquiápam,Fuentes de área,0.2359999999999999,65.391,2.027,37.412,9.743,8.096,12.351,Oaxaca
Oaxaca,Nuevo Zoquiápam,Fuentes móviles carreteros,0.341,32.25,12.343,3.567,1.466,1.347,0.062,Oaxaca
Oaxaca,Nuevo Zoquiápam,Fuentes móviles que no circulan por carretera,0.007,0.066,0.2049999999999999,0.016,0.013,0.012,0.0,Oaxaca
Oaxaca,Nuevo Zoquiápam,Fuentes naturales,,,114.007,333.752,,,,Oaxaca
Oaxaca,Santo Domingo Ingenio,Fuentes de área,1.559,269.615,12.849,109.878,105.295,60.293,46.228,Oaxaca
Oaxaca,Santo Domingo Ingenio,Fuentes móviles carreteros,0.568,88.539,21.466,9.343,1.334,1.222,0.1719999999999999,Oaxaca
Oaxaca,Santo Domingo Ingenio,Fuentes móviles que no circulan por carretera,0.123,1.13,3.509,0.27,0.215,0.2079999999999999,0.001,Oaxaca
Oaxaca,Santo Domingo Ingenio,Fuentes naturales,,,182.273,3430.233,,,,Oaxaca
Oaxaca,Santo Domingo Albarradas,Fuentes de área,0.161,44.605,1.266,29.452,7.187,5.716,3.176,Oaxaca
Oaxaca,Santo Domingo Albarradas,Fuentes móviles carreteros,0.006,1.052,0.21,0.108,0.002,0.002,0.002,Oaxaca
Oaxaca,Santo Domingo Albarradas,Fuentes móviles que no circulan por carretera,0.008,0.07499999999999998,0.233,0.018,0.014,0.014,0.0,Oaxaca
Oaxaca,Santo Domingo Albarradas,Fuentes naturales,,,4.068,557.643,,,,Oaxaca
Oaxaca,Santo Domingo Armenta,Fuentes de área,0.554,154.144,4.31,85.171,27.27,20.098,31.481,Oaxaca
Oaxaca,Santo Domingo Armenta,Fuentes móviles carreteros,0.023,3.396,0.995,0.254,0.004,0.004,0.007,Oaxaca
Oaxaca,Santo Domingo Armenta,Fuentes móviles que no circulan por carretera,0.053,0.4849999999999999,1.506,0.116,0.092,0.08899999999999998,0.0,Oaxaca
Oaxaca,Santo Domingo Armenta,Fuentes naturales,,,227.385,1235.942,,,,Oaxaca
Oaxaca,Santo Domingo Chihuitán,Fuentes de área,0.273,60.859,2.256,30.092,16.487,10.183,10.6,Oaxaca
Oaxaca,Santo Domingo Chihuitán,Fuentes móviles carreteros,0.1479999999999999,34.83,4.737,3.492,0.062,0.055,0.07399999999999998,Oaxaca
Oaxaca,Santo Domingo Chihuitán,Fuentes móviles que no circulan por carretera,0.026,0.2409999999999999,0.748,0.058,0.046,0.044,0.0,Oaxaca
Oaxaca,Santo Domingo Chihuitán,Fuentes naturales,,,44.75,1473.993,,,,Oaxaca
Oaxaca,Santo Domingo de Morelos,Fuentes de área,1.783,492.329,13.55,230.659,74.35299999999998,61.916,93.402,Oaxaca
Oaxaca,Santo Domingo de Morelos,Fuentes móviles carreteros,0.96,71.325,39.529,7.75,3.833,3.523,0.157,Oaxaca
Oaxaca,Santo Domingo de Morelos,Fuentes móviles que no circulan por carretera,0.068,0.63,1.957,0.151,0.12,0.116,0.001,Oaxaca
Oaxaca,Santo Domingo de Morelos,Fuentes naturales,,,120.479,1421.934,,,,Oaxaca
Oaxaca,Santo Domingo Ixcatlán,Fuentes de área,0.137,39.284,1.082,19.475,5.824,4.82,7.369,Oaxaca
Oaxaca,Santo Domingo Ixcatlán,Fuentes móviles carreteros,0.002,0.3509999999999999,0.07,0.036,0.001,0.001,0.001,Oaxaca
Oaxaca,Santo Domingo Ixcatlán,Fuentes móviles que no circulan por carretera,0.005,0.045,0.14,0.011,0.008999999999999998,0.008,0.0,Oaxaca
Oaxaca,Santo Domingo Ixcatlán,Fuentes naturales,,,60.24,141.04,,,,Oaxaca
Oaxaca,Santo Domingo Nuxaá,Fuentes de área,0.6059999999999999,174.381,4.718,80.004,28.495,21.986,31.501,Oaxaca
Oaxaca,Santo Domingo Nuxaá,Fuentes móviles carreteros,0.077,13.134,3.271,1.215,0.02,0.018,0.025,Oaxaca
Oaxaca,Santo Domingo Nuxaá,Fuentes móviles que no circulan por carretera,0.034,0.308,0.958,0.07399999999999998,0.059,0.057,0.0,Oaxaca
Oaxaca,Santo Domingo Nuxaá,Fuentes naturales,,,64.212,292.563,,,,Oaxaca
Oaxaca,Santo Domingo Ozolotepec,Fuentes de área,0.186,46.882,1.301,22.663,7.263,5.834,6.405,Oaxaca
Oaxaca,Santo Domingo Ozolotepec,Fuentes móviles carreteros,0.003,0.526,0.105,0.054,0.001,0.001,0.001,Oaxaca
Oaxaca,Santo Domingo Ozolotepec,Fuentes móviles que no circulan por carretera,0.007,0.066,0.2049999999999999,0.016,0.013,0.012,0.0,Oaxaca
Oaxaca,Santo Domingo Ozolotepec,Fuentes naturales,,,35.861,76.86799999999998,,,,Oaxaca
Oaxaca,Santo Domingo Petapa,Fuentes de área,1.482,425.918,11.627,234.812,61.751,52.0,105.062,Oaxaca
Oaxaca,Santo Domingo Petapa,Fuentes móviles carreteros,0.5849999999999999,123.716,14.375,11.1,0.692,0.63,0.3059999999999999,Oaxaca
Oaxaca,Santo Domingo Petapa,Fuentes móviles que no circulan por carretera,0.1479999999999999,1.358,4.218,0.325,0.258,0.25,0.001,Oaxaca
Oaxaca,Santo Domingo Petapa,Fuentes naturales,,,64.402,5912.892,,,,Oaxaca
Oaxaca,Santo Domingo Roayaga,Fuentes de área,0.222,62.809,1.653,32.069,9.123,7.687,14.862,Oaxaca
Oaxaca,Santo Domingo Roayaga,Fuentes móviles carreteros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oaxaca
Oaxaca,Santo Domingo Roayaga,Fuentes móviles que no circulan por carretera,0.008999999999999998,0.08,0.249,0.019,0.015,0.015,0.0,Oaxaca
Oaxaca,Santo Domingo Roayaga,Fuentes naturales,,,8.785999999999998,564.94,,,,Oaxaca
Oaxaca,Santo Domingo Tehuantepec,Fuentes de área,5.599,1485.613,49.165,1051.927,251.578,205.379,188.697,Oaxaca
Oaxaca,Santo Domingo Tehuantepec,Fuentes móviles carreteros,10.76,1686.685,378.934,167.205,23.941,21.926,3.598,Oaxaca
Oaxaca,Santo Domingo Tehuantepec,Fuentes móviles que no circulan por carretera,0.549,5.737,47.464,1.947,1.35,1.234,0.002,Oaxaca
Oaxaca,Santo Domingo Tehuantepec,Fuentes naturales,,,448.834,13041.728,,,,Oaxaca
Oaxaca,Santo Domingo Teojomulco,Fuentes de área,0.896,249.5,6.911,132.17,36.297,30.954,35.417,Oaxaca
Oaxaca,Santo Domingo Teojomulco,Fuentes móviles carreteros,0.329,30.204,11.936,3.362,1.463,1.344,0.058,Oaxaca
Oaxaca,Santo Domingo Teojomulco,Fuentes móviles que no circulan por carretera,0.026,0.24,0.746,0.057,0.046,0.044,0.0,Oaxaca
Oaxaca,Santo Domingo Teojomulco,Fuentes naturales,,,162.433,349.68,,,,Oaxaca
Oaxaca,Santo Domingo Tepuxtepec,Fuentes de área,0.934,269.496,7.078,132.06,39.734,34.535,36.878,Oaxaca
Oaxaca,Santo Domingo Tepuxtepec,Fuentes móviles carreteros,0.15,20.678,5.436,2.14,0.391,0.3579999999999999,0.035,Oaxaca
Oaxaca,Santo Domingo Tepuxtepec,Fuentes móviles que no circulan por carretera,0.024,0.224,0.696,0.054,0.043,0.041,0.0,Oaxaca
Oaxaca,Santo Domingo Tepuxtepec,Fuentes naturales,,,56.916,172.516,,,,Oaxaca
Oaxaca,Santo Domingo Tlatayápam,Fuentes de área,0.021,5.913,0.169,4.431,1.251,0.802,3.272,Oaxaca
Oaxaca,Santo Domingo Tlatayápam,Fuentes móviles carreteros,0.005,0.876,0.1749999999999999,0.09,0.002,0.001,0.001,Oaxaca
Oaxaca,Santo Domingo Tlatayápam,Fuentes móviles que no circulan por carretera,0.002,0.016,0.05,0.004,0.003,0.003,0.0,Oaxaca
Oaxaca,Santo Domingo Tlatayápam,Fuentes naturales,,,23.727,67.615,,,,Oaxaca
Oaxaca,Santo Domingo Tomaltepec,Fuentes de área,0.276,77.512,2.317,53.417,11.832,9.762,8.213,Oaxaca
Oaxaca,Santo Domingo Tomaltepec,Fuentes móviles carreteros,0.546,72.712,20.515,7.381999999999999,1.532,1.405,0.1469999999999999,Oaxaca
Oaxaca,Santo Domingo Tomaltepec,Fuentes móviles que no circulan por carretera,0.01,0.096,0.2969999999999999,0.023,0.018,0.018,0.0,Oaxaca
Oaxaca,Santo Domingo Tomaltepec,Fuentes naturales,,,25.447,117.604,,,,Oaxaca
Oaxaca,Santo Domingo Tonalá,Fuentes de área,0.74,203.838,6.15,127.977,30.713,25.614,35.892,Oaxaca
Oaxaca,Santo Domingo Tonalá,Fuentes móviles carreteros,0.572,77.432,21.244,8.176999999999998,1.664,1.526,0.151,Oaxaca
Oaxaca,Santo Domingo Tonalá,Fuentes móviles que no circulan por carretera,0.027,0.248,0.772,0.059,0.047,0.046,0.0,Oaxaca
Oaxaca,Santo Domingo Tonalá,Fuentes naturales,,,102.484,2205.571,,,,Oaxaca
Oaxaca,Santo Domingo Tonaltepec,Fuentes de área,0.053,15.072,0.399,7.883,2.611,1.907,5.215,Oaxaca
Oaxaca,Santo Domingo Tonaltepec,Fuentes móviles carreteros,0.005,1.028,0.13,0.096,0.002,0.001,0.002,Oaxaca
Oaxaca,Santo Domingo Tonaltepec,Fuentes móviles que no circulan por carretera,0.002,0.022,0.067,0.005,0.004,0.004,0.0,Oaxaca
Oaxaca,Santo Domingo Tonaltepec,Fuentes naturales,,,76.977,179.695,,,,Oaxaca
Oaxaca,Santo Domingo Xagacía,Fuentes de área,0.2069999999999999,59.365,1.636,35.397,8.247,7.195,6.677,Oaxaca
Oaxaca,Santo Domingo Xagacía,Fuentes móviles carreteros,0.004,0.7009999999999998,0.14,0.072,0.001,0.001,0.001,Oaxaca
Oaxaca,Santo Domingo Xagacía,Fuentes móviles que no circulan por carretera,0.005,0.044,0.136,0.01,0.008,0.008,0.0,Oaxaca
Oaxaca,Santo Domingo Xagacía,Fuentes naturales,,,25.727,60.545,,,,Oaxaca
Oaxaca,Santo Domingo Yanhuitlán,Fuentes de área,0.278,68.257,2.17,31.596,16.687,9.64,16.155,Oaxaca
Oaxaca,Santo Domingo Yanhuitlán,Fuentes móviles carreteros,0.154,29.633,6.354,3.312,0.1749999999999999,0.159,0.051,Oaxaca
Oaxaca,Santo Domingo Yanhuitlán,Fuentes móviles que no circulan por carretera,0.031,0.2839999999999999,0.881,0.068,0.054,0.052,0.0,Oaxaca
Oaxaca,Santo Domingo Yanhuitlán,Fuentes naturales,,,169.289,461.082,,,,Oaxaca
Oaxaca,Santo Domingo Yodohino,Fuentes de área,0.081,22.038,0.905,22.643,3.501,2.813,3.568,Oaxaca
Oaxaca,Santo Domingo Yodohino,Fuentes móviles carreteros,0.012,2.278,0.456,0.2349999999999999,0.004,0.004,0.004,Oaxaca
Oaxaca,Santo Domingo Yodohino,Fuentes móviles que no circulan por carretera,0.003,0.032,0.098,0.008,0.006,0.006,0.0,Oaxaca
Oaxaca,Santo Domingo Yodohino,Fuentes naturales,,,5.583,1794.65,,,,Oaxaca
Oaxaca,Santo Domingo Zanatepec,Fuentes de área,6.001,968.537,29.799,288.266,184.929,142.023,95.3,Oaxaca
Oaxaca,Santo Domingo Zanatepec,Fuentes móviles carreteros,0.748,113.684,26.933,10.842,1.591,1.457,0.247,Oaxaca
Oaxaca,Santo Domingo Zanatepec,Fuentes móviles que no circulan por carretera,0.4309999999999999,4.173,21.844,1.171,0.871,0.822,0.003,Oaxaca
Oaxaca,Santo Domingo Zanatepec,Fuentes naturales,,,523.109,23022.968,,,,Oaxaca
Oaxaca,Santos Reyes Nopala,Fuentes de área,2.524,724.7129999999999,19.841,387.745,109.209,93.799,117.944,Oaxaca
Oaxaca,Santos Reyes Nopala,Fuentes móviles carreteros,1.042,139.184,36.924,13.24,2.754,2.526,0.323,Oaxaca
Oaxaca,Santos Reyes Nopala,Fuentes móviles que no circulan por carretera,0.12,1.102,3.425,0.264,0.2089999999999999,0.203,0.001,Oaxaca
Oaxaca,Santos Reyes Nopala,Fuentes naturales,,,709.143,5376.495,,,,Oaxaca
Oaxaca,Santos Reyes Pápalo,Fuentes de área,0.457,131.316,3.512,74.976,17.465,15.717,26.035,Oaxaca
Oaxaca,Santos Reyes Pápalo,Fuentes móviles carreteros,0.007,1.227,0.246,0.126,0.002,0.002,0.002,Oaxaca
Oaxaca,Santos Reyes Pápalo,Fuentes móviles que no circulan por carretera,0.008,0.076,0.2359999999999999,0.018,0.014,0.014,0.0,Oaxaca
Oaxaca,Santos Reyes Pápalo,Fuentes naturales,,,38.401,2647.137,,,,Oaxaca
Oaxaca,Santos Reyes Tepejillo,Fuentes de área,0.198,56.384,1.656,38.179,8.391,6.961,8.086999999999998,Oaxaca
Oaxaca,Santos Reyes Tepejillo,Fuentes móviles carreteros,0.096,15.523,3.949,1.622,0.1449999999999999,0.132,0.028,Oaxaca
Oaxaca,Santos Reyes Tepejillo,Fuentes móviles que no circulan por carretera,0.007,0.061,0.189,0.015,0.012,0.011,0.0,Oaxaca
Oaxaca,Santos Reyes Tepejillo,Fuentes naturales,,,166.703,1677.588,,,,Oaxaca
Oaxaca,Santos Reyes Yucuná,Fuentes de área,0.1779999999999999,45.021,1.273,23.592,6.531,6.094,12.257,Oaxaca
Oaxaca,Santos Reyes Yucuná,Fuentes móviles carreteros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Oaxaca
Oaxaca,Santos Reyes Yucuná,Fuentes móviles que no circulan por carretera,0.0,0.004,0.011,0.001,0.001,0.001,0.0,Oaxaca
Oaxaca,Santos Reyes Yucuná,Fuentes naturales,,,153.659,662.04,,,,Oaxaca
Oaxaca,Santo Tomás Jalieza,Fuentes de área,0.55,152.056,4.857,95.414,25.449,19.589,36.375,Oaxaca
Oaxaca,Santo Tomás Jalieza,Fuentes móviles carreteros,0.373,51.832,13.652,5.304,1.03,0.944,0.1029999999999999,Oaxaca
